Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
1066,CA-2024-259401,2024-02-25,2024-02-27,Standard Class,CU-1077,Mary Martin,Consumer,New York,East,PRD-TEC-8693,Technology,Copiers,Copiers Item 816,9854.73,9,0.4,-283.56
1067,CA-2021-253769,2021-08-21,2021-08-27,Standard Class,CU-1071,James Thomas,Corporate,Ohio,Central,PRD-FUR-3792,Furniture,Chairs,Chairs Item 885,1985.91,3,0.5,140.44
1068,CA-2024-479987,2024-11-10,2024-11-17,Same Day,CU-1005,Karen Miller,Home Office,Wisconsin,Central,PRD-FUR-2392,Furniture,Tables,Tables Item 478,1019.44,1,0.3,304.33
1069,CA-2021-414682,2021-10-04,2021-10-09,Second Class,CU-1017,William White,Home Office,Georgia,South,PRD-OFF-6254,Office Supplies,Art,Art Item 399,357.5,2,0.1,118.94
1070,CA-2022-938145,2022-12-28,2023-01-02,Same Day,CU-1182,Chen Young,Consumer,Texas,South,PRD-FUR-5591,Furniture,Chairs,Chairs Item 632,1360.49,3,0.2,-18.49
1071,CA-2022-154537,2022-10-15,2022-10-17,First Class,CU-1006,Linda White,Home Office,Alabama,South,PRD-OFF-5470,Office Supplies,Envelopes,Envelopes Item 867,277.62,5,0.4,14.4
1072,CA-2024-449090,2024-09-12,2024-09-13,Second Class,CU-1194,David Smith,Corporate,Alabama,South,PRD-OFF-4270,Office Supplies,Binders,Binders Item 581,70.8,10,0,2.56
1073,CA-2021-804542,2021-03-15,2021-03-21,First Class,CU-1097,John Jackson,Corporate,Nevada,West,PRD-FUR-6605,Furniture,Furnishings,Furnishings Item 235,4358.23,6,0.4,362.77
1074,CA-2024-612575,2024-02-06,2024-02-08,Standard Class,CU-1088,Robert Anderson,Consumer,Virginia,East,PRD-FUR-6220,Furniture,Bookcases,Bookcases Item 982,11044.8,8,0,2898.86
1075,CA-2021-234769,2021-02-17,2021-02-24,Standard Class,CU-1130,Richard Thompson,Consumer,Texas,South,PRD-TEC-4882,Technology,Accessories,Accessories Item 897,2334.33,3,0,367.33
1076,CA-2021-114100,2021-01-20,2021-01-26,Standard Class,CU-1022,Omar Thompson,Consumer,Texas,South,PRD-OFF-6421,Office Supplies,Storage,Storage Item 904,177.96,3,0.5,32.74
1077,CA-2024-158894,2024-06-08,2024-06-09,Second Class,CU-1170,William Williams,Corporate,California,West,PRD-OFF-4818,Office Supplies,Fasteners,Fasteners Item 315,82.38,2,0,-8.1
1078,CA-2023-755833,2023-03-04,2023-03-07,Same Day,CU-1012,Karen Brown,Corporate,California,West,PRD-OFF-4048,Office Supplies,Envelopes,Envelopes Item 580,286.22,4,0.5,49.36
1079,CA-2021-293910,2021-05-06,2021-05-10,Standard Class,CU-1073,Robert Miller,Corporate,North Carolina,East,PRD-OFF-9880,Office Supplies,Binders,Binders Item 689,467.93,3,0.2,-16.49
1080,CA-2024-179460,2024-12-10,2024-12-17,First Class,CU-1048,Michael Thompson,Home Office,New York,East,PRD-TEC-9301,Technology,Accessories,Accessories Item 755,1173.54,4,0.2,200.32
1081,CA-2023-964517,2023-05-24,2023-05-27,Standard Class,CU-1073,Robert Miller,Corporate,Pennsylvania,East,PRD-FUR-2028,Furniture,Tables,Tables Item 605,2218.65,5,0,-157.32
1082,CA-2024-957424,2024-06-23,2024-06-30,Same Day,CU-1088,Robert Anderson,Consumer,New York,East,PRD-FUR-6922,Furniture,Chairs,Chairs Item 814,1466.44,1,0,63.47
1083,CA-2024-696850,2024-10-20,2024-10-21,Same Day,CU-1174,Wei Smith,Home Office,North Carolina,East,PRD-FUR-5919,Furniture,Bookcases,Bookcases Item 881,3363.06,6,0.5,224.31
1084,CA-2024-299528,2024-01-24,2024-01-30,Standard Class,CU-1125,Ahmed Moore,Home Office,Tennessee,South,PRD-TEC-7606,Technology,Accessories,Accessories Item 574,2546.94,6,0.5,117.07
1085,CA-2021-873701,2021-11-09,2021-11-11,Standard Class,CU-1118,Charles Wilson,Consumer,Nevada,West,PRD-FUR-3447,Furniture,Furnishings,Furnishings Item 509,2139.75,3,0.4,739.05
1086,CA-2023-957111,2023-06-09,2023-06-16,Second Class,CU-1093,Patricia Brown,Home Office,New York,East,PRD-OFF-7410,Office Supplies,Fasteners,Fasteners Item 583,1705.32,10,0.1,-97.75
1087,CA-2022-122733,2022-11-22,2022-11-24,Second Class,CU-1038,Joseph Smith,Home Office,Tennessee,South,PRD-FUR-8971,Furniture,Furnishings,Furnishings Item 721,4999.08,5,0.2,12.41
1088,CA-2023-992964,2023-06-06,2023-06-10,Standard Class,CU-1185,James Jackson,Corporate,Nevada,West,PRD-TEC-8810,Technology,Copiers,Copiers Item 722,11548.86,6,0,3797.58
1089,CA-2022-618239,2022-04-27,2022-05-02,Same Day,CU-1074,Mary Young,Home Office,Washington,West,PRD-TEC-6089,Technology,Copiers,Copiers Item 800,1915.87,1,0,100.32
1090,CA-2024-728218,2024-06-06,2024-06-07,First Class,CU-1158,Yuki Young,Corporate,Minnesota,Central,PRD-TEC-8758,Technology,Machines,Machines Item 164,9743.34,6,0,646.04
1091,CA-2023-358064,2023-01-28,2023-02-01,Second Class,CU-1004,Linda Martin,Home Office,Nevada,West,PRD-TEC-6582,Technology,Machines,Machines Item 691,3858.15,6,0.5,980.21
1092,CA-2021-919561,2021-09-18,2021-09-21,Second Class,CU-1084,Carlos Moore,Corporate,Georgia,South,PRD-OFF-6135,Office Supplies,Envelopes,Envelopes Item 623,200.54,4,0.5,60.31
1093,CA-2021-437279,2021-10-31,2021-11-05,Same Day,CU-1024,Chen Taylor,Corporate,Alabama,South,PRD-TEC-7382,Technology,Copiers,Copiers Item 896,14446.72,10,0.2,-1009.59
1094,CA-2024-481453,2024-12-28,2024-12-30,Second Class,CU-1049,Maria Moore,Corporate,Tennessee,South,PRD-TEC-8906,Technology,Copiers,Copiers Item 675,3596.57,4,0.3,216.79
1095,CA-2022-429429,2022-10-18,2022-10-22,Second Class,CU-1037,Patricia Moore,Corporate,Virginia,East,PRD-OFF-4193,Office Supplies,Envelopes,Envelopes Item 636,983.92,10,0.2,226.34
1096,CA-2022-494273,2022-05-24,2022-05-31,First Class,CU-1129,Carlos Garcia,Home Office,Tennessee,South,PRD-FUR-7904,Furniture,Chairs,Chairs Item 180,1320.92,5,0.2,-117.06
1097,CA-2021-756293,2021-10-30,2021-11-03,Same Day,CU-1094,William Moore,Home Office,Florida,East,PRD-FUR-4240,Furniture,Tables,Tables Item 823,904.22,6,0.2,95.1
1098,CA-2022-714969,2022-08-07,2022-08-09,Standard Class,CU-1155,Jessica Taylor,Home Office,Minnesota,Central,PRD-TEC-7042,Technology,Machines,Machines Item 245,213.12,2,0.3,31.68
1099,CA-2024-759439,2024-02-01,2024-02-02,Same Day,CU-1080,Charles Lee,Consumer,Nevada,West,PRD-FUR-6308,Furniture,Bookcases,Bookcases Item 679,1530.36,3,0,290.2
1100,CA-2021-158572,2021-03-22,2021-03-27,Same Day,CU-1193,Charles Lee,Home Office,Wisconsin,Central,PRD-OFF-9565,Office Supplies,Fasteners,Fasteners Item 267,371.52,2,0,-11.81
1101,CA-2021-477819,2021-07-08,2021-07-15,Standard Class,CU-1182,Chen Young,Consumer,Georgia,South,PRD-FUR-9931,Furniture,Bookcases,Bookcases Item 163,3745.35,7,0,455.45
1102,CA-2024-515225,2024-08-07,2024-08-14,Standard Class,CU-1134,Carlos Williams,Corporate,Alabama,South,PRD-OFF-5272,Office Supplies,Fasteners,Fasteners Item 332,369.84,4,0,89.96
1103,CA-2024-684774,2024-08-13,2024-08-19,Second Class,CU-1061,Yuki Johnson,Home Office,California,West,PRD-TEC-3500,Technology,Phones,Phones Item 991,955.22,8,0.1,230.53
1104,CA-2022-506349,2022-10-17,2022-10-20,Standard Class,CU-1035,Karen Smith,Home Office,Arizona,West,PRD-OFF-7798,Office Supplies,Art,Art Item 663,694.26,9,0.5,-62.08
1105,CA-2022-137754,2022-02-14,2022-02-19,Same Day,CU-1017,William White,Home Office,Texas,South,PRD-TEC-7031,Technology,Accessories,Accessories Item 621,731.29,1,0,118.26
1106,CA-2022-662277,2022-03-12,2022-03-14,First Class,CU-1042,Lisa Taylor,Corporate,Nevada,West,PRD-TEC-4302,Technology,Machines,Machines Item 872,4211.41,9,0.4,-118.18
1107,CA-2022-442945,2022-11-17,2022-11-19,Standard Class,CU-1155,Jessica Taylor,Home Office,Michigan,Central,PRD-FUR-9385,Furniture,Furnishings,Furnishings Item 888,1734.82,5,0.5,297.55
1108,CA-2022-143683,2022-01-14,2022-01-15,Second Class,CU-1103,Jessica Jones,Consumer,Georgia,South,PRD-FUR-4511,Furniture,Chairs,Chairs Item 707,3669.92,4,0.2,1008.56
1109,CA-2023-779299,2023-08-08,2023-08-09,First Class,CU-1077,Mary Martin,Consumer,Virginia,East,PRD-OFF-3964,Office Supplies,Envelopes,Envelopes Item 981,334.91,4,0.2,-31.63
1110,CA-2023-507446,2023-10-21,2023-10-27,Same Day,CU-1085,Omar Williams,Consumer,Ohio,Central,PRD-OFF-8867,Office Supplies,Storage,Storage Item 674,856.45,7,0,269.24
1111,CA-2024-360590,2024-09-28,2024-10-05,Standard Class,CU-1152,Priya Thompson,Consumer,Virginia,East,PRD-TEC-1000,Technology,Phones,Phones Item 410,1257.59,1,0,410.04
1112,CA-2024-201955,2024-03-09,2024-03-11,Second Class,CU-1113,Wei Davis,Consumer,Nevada,West,PRD-TEC-7840,Technology,Machines,Machines Item 769,5441.32,4,0.3,-357.8
1113,CA-2021-416722,2021-03-13,2021-03-14,Same Day,CU-1005,Karen Miller,Home Office,Michigan,Central,PRD-TEC-8807,Technology,Machines,Machines Item 278,1138.52,4,0,337.15
1114,CA-2021-346208,2021-06-26,2021-07-02,First Class,CU-1003,Mary Smith,Consumer,New York,East,PRD-FUR-3511,Furniture,Bookcases,Bookcases Item 320,531.62,1,0.5,-38.02
1115,CA-2024-131350,2024-10-20,2024-10-24,Same Day,CU-1016,Yuki Davis,Consumer,Minnesota,Central,PRD-TEC-1721,Technology,Copiers,Copiers Item 772,6833.84,8,0,1090.29
1116,CA-2024-853790,2024-12-24,2024-12-27,First Class,CU-1016,Yuki Davis,Consumer,Michigan,Central,PRD-FUR-8339,Furniture,Tables,Tables Item 929,915.06,1,0.1,5.19
1117,CA-2024-998627,2024-02-28,2024-03-06,Second Class,CU-1000,Anna Brown,Consumer,Texas,South,PRD-FUR-8475,Furniture,Furnishings,Furnishings Item 940,451.18,1,0,76.3
1118,CA-2021-790593,2021-12-02,2021-12-05,First Class,CU-1120,Jessica Lee,Home Office,Arizona,West,PRD-FUR-6692,Furniture,Tables,Tables Item 885,2261.84,6,0.4,152.56
1119,CA-2024-618532,2024-10-09,2024-10-16,First Class,CU-1074,Mary Young,Home Office,Washington,West,PRD-OFF-6452,Office Supplies,Art,Art Item 467,122.42,7,0.2,36.5
1120,CA-2023-665404,2023-07-13,2023-07-20,Standard Class,CU-1165,Omar Thomas,Home Office,Nevada,West,PRD-OFF-9850,Office Supplies,Fasteners,Fasteners Item 747,622.44,6,0,105.48
1121,CA-2024-955908,2024-03-20,2024-03-22,Standard Class,CU-1190,Jessica Young,Corporate,Georgia,South,PRD-TEC-1066,Technology,Copiers,Copiers Item 360,12371.87,7,0,1655.43
1122,CA-2022-844229,2022-04-10,2022-04-16,Standard Class,CU-1140,Linda Jones,Home Office,Washington,West,PRD-FUR-7471,Furniture,Furnishings,Furnishings Item 635,4644.49,6,0.3,681.82
1123,CA-2022-468191,2022-03-25,2022-03-30,Standard Class,CU-1168,David Miller,Corporate,Alabama,South,PRD-OFF-4085,Office Supplies,Art,Art Item 833,259.78,4,0.5,-7.78
1124,CA-2021-251367,2021-08-09,2021-08-13,Second Class,CU-1000,Anna Brown,Consumer,Mississippi,South,PRD-TEC-2582,Technology,Machines,Machines Item 934,4035.59,7,0.1,580.66
1125,CA-2021-410152,2021-02-03,2021-02-04,Second Class,CU-1048,Michael Thompson,Home Office,New York,East,PRD-TEC-7912,Technology,Accessories,Accessories Item 466,180.69,2,0.5,59.26
1126,CA-2021-726587,2021-01-22,2021-01-28,Same Day,CU-1169,David Thomas,Corporate,Minnesota,Central,PRD-FUR-8838,Furniture,Bookcases,Bookcases Item 750,1211.11,6,0.4,216.38
1127,CA-2021-615200,2021-03-27,2021-04-02,First Class,CU-1157,Richard Young,Home Office,Arizona,West,PRD-TEC-7287,Technology,Copiers,Copiers Item 870,331.59,6,0.5,95.34
1128,CA-2023-715644,2023-05-16,2023-05-22,Same Day,CU-1137,Mary Davis,Corporate,California,West,PRD-OFF-2422,Office Supplies,Storage,Storage Item 586,39.55,1,0.5,9.55
1129,CA-2021-357309,2021-07-08,2021-07-09,Same Day,CU-1064,Michael Thompson,Corporate,North Carolina,East,PRD-OFF-8688,Office Supplies,Paper,Paper Item 135,951.74,7,0.1,163.34
1130,CA-2024-838239,2024-02-06,2024-02-13,Same Day,CU-1082,Omar Wilson,Consumer,Tennessee,South,PRD-FUR-1462,Furniture,Tables,Tables Item 618,90.26,2,0,15.08
1131,CA-2023-585679,2023-10-26,2023-10-28,Standard Class,CU-1113,Wei Davis,Consumer,California,West,PRD-FUR-8401,Furniture,Furnishings,Furnishings Item 400,2227.3,5,0.5,-48.41
1132,CA-2022-447514,2022-08-18,2022-08-23,Second Class,CU-1041,Robert Anderson,Consumer,California,West,PRD-FUR-7345,Furniture,Chairs,Chairs Item 894,322.71,2,0.5,3.89
1133,CA-2023-416960,2023-02-11,2023-02-12,First Class,CU-1190,Jessica Young,Corporate,Georgia,South,PRD-TEC-2902,Technology,Accessories,Accessories Item 203,15289.2,10,0.1,3382.32
1134,CA-2021-734604,2021-09-28,2021-10-04,Same Day,CU-1042,Lisa Taylor,Corporate,Washington,West,PRD-OFF-9604,Office Supplies,Binders,Binders Item 810,367.2,8,0.4,-33.33
1135,CA-2021-596666,2021-08-06,2021-08-10,Same Day,CU-1094,William Moore,Home Office,North Carolina,East,PRD-TEC-5305,Technology,Machines,Machines Item 998,12770.91,9,0,-902.53
1136,CA-2023-631747,2023-08-31,2023-09-04,Standard Class,CU-1170,William Williams,Corporate,Oregon,West,PRD-TEC-8308,Technology,Accessories,Accessories Item 775,365.89,1,0,72.84
1137,CA-2024-601093,2024-02-16,2024-02-19,Same Day,CU-1139,Maria Thomas,Corporate,Michigan,Central,PRD-TEC-5920,Technology,Accessories,Accessories Item 236,2054.43,2,0.1,-18.28
1138,CA-2021-162908,2021-01-23,2021-01-26,Standard Class,CU-1191,Yuki Davis,Consumer,Alabama,South,PRD-OFF-3245,Office Supplies,Binders,Binders Item 427,1213.65,9,0,44.3
1139,CA-2022-796292,2022-03-14,2022-03-16,Same Day,CU-1062,Mary Thomas,Home Office,Alabama,South,PRD-FUR-9870,Furniture,Furnishings,Furnishings Item 979,421.44,4,0.4,62.74
1140,CA-2024-999516,2024-09-28,2024-09-30,Standard Class,CU-1018,Jennifer Anderson,Corporate,Pennsylvania,East,PRD-OFF-5047,Office Supplies,Fasteners,Fasteners Item 741,840.88,8,0,130.14
1141,CA-2024-336288,2024-07-05,2024-07-08,Standard Class,CU-1192,Priya White,Consumer,Minnesota,Central,PRD-FUR-1453,Furniture,Furnishings,Furnishings Item 297,456.09,7,0.3,114.61
1142,CA-2023-735894,2023-03-12,2023-03-16,Same Day,CU-1171,Ahmed Thompson,Consumer,Tennessee,South,PRD-TEC-3576,Technology,Accessories,Accessories Item 347,11407.86,10,0.4,2175.69
1143,CA-2022-910653,2022-08-13,2022-08-17,Standard Class,CU-1153,Robert Davis,Corporate,North Carolina,East,PRD-TEC-3384,Technology,Copiers,Copiers Item 891,1255.45,7,0,272.45
1144,CA-2023-512370,2023-01-27,2023-01-30,First Class,CU-1164,Wei White,Consumer,California,West,PRD-FUR-8699,Furniture,Furnishings,Furnishings Item 623,4407.9,5,0.3,1382.75
1145,CA-2024-829022,2024-11-10,2024-11-15,Same Day,CU-1124,Lisa Taylor,Home Office,Nevada,West,PRD-OFF-9728,Office Supplies,Fasteners,Fasteners Item 629,68.22,6,0.5,23.12
1146,CA-2022-381240,2022-05-31,2022-06-06,Second Class,CU-1157,Richard Young,Home Office,California,West,PRD-FUR-4133,Furniture,Bookcases,Bookcases Item 456,5848.21,6,0.3,1802.7
1147,CA-2022-808942,2022-11-18,2022-11-23,First Class,CU-1078,John Lee,Consumer,Pennsylvania,East,PRD-FUR-3281,Furniture,Bookcases,Bookcases Item 921,5877.54,10,0.1,1444.35
1148,CA-2022-819301,2022-01-25,2022-01-31,Second Class,CU-1197,Priya Lee,Home Office,Tennessee,South,PRD-FUR-5775,Furniture,Bookcases,Bookcases Item 753,7081.36,8,0,-334.63
1149,CA-2024-764214,2024-05-09,2024-05-16,Same Day,CU-1063,Chen Brown,Consumer,Pennsylvania,East,PRD-FUR-8521,Furniture,Tables,Tables Item 650,1173.24,6,0.5,261.24
1150,CA-2022-175550,2022-06-06,2022-06-11,Same Day,CU-1087,Karen Miller,Home Office,Georgia,South,PRD-FUR-5174,Furniture,Chairs,Chairs Item 606,13286.61,9,0,-930.78
1151,CA-2024-390551,2024-04-10,2024-04-17,Second Class,CU-1116,Anna Martin,Corporate,Mississippi,South,PRD-OFF-9020,Office Supplies,Art,Art Item 709,44.82,5,0.4,8.19
1152,CA-2023-428353,2023-06-15,2023-06-19,Second Class,CU-1027,Robert Wilson,Consumer,Florida,East,PRD-TEC-2151,Technology,Accessories,Accessories Item 384,1509.2,2,0,-123.05
1153,CA-2024-233611,2024-01-02,2024-01-05,Second Class,CU-1027,Robert Wilson,Consumer,North Carolina,East,PRD-TEC-6531,Technology,Copiers,Copiers Item 739,1788.06,1,0,-170.88
1154,CA-2022-352371,2022-08-06,2022-08-10,First Class,CU-1184,John Martin,Home Office,Tennessee,South,PRD-TEC-6189,Technology,Accessories,Accessories Item 880,5989.38,9,0.1,-190.07
1155,CA-2023-668025,2023-02-24,2023-02-26,Second Class,CU-1056,Thomas Davis,Corporate,Ohio,Central,PRD-OFF-3040,Office Supplies,Binders,Binders Item 197,186.22,2,0.2,49.22
1156,CA-2022-581827,2022-03-29,2022-03-31,Second Class,CU-1063,Chen Brown,Consumer,Florida,East,PRD-OFF-6054,Office Supplies,Fasteners,Fasteners Item 545,238.0,4,0,1.77
1157,CA-2023-323753,2023-03-03,2023-03-07,Standard Class,CU-1148,Fatima Davis,Home Office,Mississippi,South,PRD-TEC-7299,Technology,Phones,Phones Item 971,5037.31,7,0.5,-162.84
1158,CA-2021-902219,2021-02-17,2021-02-22,Same Day,CU-1157,Richard Young,Home Office,Nevada,West,PRD-FUR-9176,Furniture,Tables,Tables Item 619,5834.38,7,0.3,262.17
1159,CA-2023-315450,2023-06-25,2023-06-30,Standard Class,CU-1157,Richard Young,Home Office,Nevada,West,PRD-FUR-7619,Furniture,Tables,Tables Item 312,7561.8,10,0.4,-183.21
1160,CA-2022-387458,2022-12-25,2022-12-29,Second Class,CU-1055,Priya Johnson,Corporate,Oregon,West,PRD-TEC-4998,Technology,Machines,Machines Item 760,4272.97,7,0.5,1419.89
1161,CA-2023-938966,2023-07-16,2023-07-22,First Class,CU-1178,Fatima Garcia,Corporate,California,West,PRD-TEC-8296,Technology,Copiers,Copiers Item 534,2378.67,6,0.5,229.14
1162,CA-2022-339659,2022-06-07,2022-06-10,First Class,CU-1022,Omar Thompson,Consumer,Alabama,South,PRD-FUR-9473,Furniture,Bookcases,Bookcases Item 713,1889.28,8,0.1,536.82
1163,CA-2021-482281,2021-03-16,2021-03-20,Standard Class,CU-1135,John Davis,Home Office,Georgia,South,PRD-TEC-9605,Technology,Accessories,Accessories Item 361,690.39,3,0,8.75
1164,CA-2022-557067,2022-08-24,2022-08-26,Second Class,CU-1115,William Williams,Corporate,Georgia,South,PRD-FUR-2511,Furniture,Tables,Tables Item 735,3416.35,7,0,14.75
1165,CA-2024-922359,2024-09-02,2024-09-09,First Class,CU-1013,Karen Moore,Home Office,Mississippi,South,PRD-OFF-4870,Office Supplies,Fasteners,Fasteners Item 117,522.18,9,0.4,158.07
1166,CA-2024-170655,2024-12-30,2024-12-31,Second Class,CU-1050,Joseph Martin,Corporate,Arizona,West,PRD-TEC-7044,Technology,Machines,Machines Item 840,1314.32,9,0.5,195.9
1167,CA-2023-357579,2023-12-29,2023-12-31,Second Class,CU-1045,John Harris,Consumer,Pennsylvania,East,PRD-TEC-1931,Technology,Machines,Machines Item 503,5254.15,5,0,658.93
1168,CA-2021-263482,2021-04-10,2021-04-14,First Class,CU-1034,Lisa White,Home Office,Georgia,South,PRD-TEC-3869,Technology,Accessories,Accessories Item 827,7885.8,10,0.5,83.63
1169,CA-2021-735448,2021-11-28,2021-12-04,Same Day,CU-1028,Ahmed Thompson,Home Office,Georgia,South,PRD-TEC-9027,Technology,Phones,Phones Item 793,76.68,3,0.5,10.58
1170,CA-2024-861512,2024-02-02,2024-02-07,First Class,CU-1193,Charles Lee,Home Office,Minnesota,Central,PRD-FUR-9576,Furniture,Furnishings,Furnishings Item 517,5273.28,10,0.4,1256.27
1171,CA-2023-943934,2023-10-21,2023-10-23,Standard Class,CU-1042,Lisa Taylor,Corporate,Arizona,West,PRD-TEC-7756,Technology,Accessories,Accessories Item 491,15917.52,10,0.2,-764.18
1172,CA-2023-429824,2023-02-05,2023-02-06,Standard Class,CU-1096,Thomas Harris,Corporate,Oregon,West,PRD-FUR-3291,Furniture,Tables,Tables Item 764,2680.96,4,0,274.73
1173,CA-2022-117173,2022-05-16,2022-05-18,First Class,CU-1077,Mary Martin,Consumer,Florida,East,PRD-TEC-4353,Technology,Copiers,Copiers Item 574,3314.08,8,0.5,222.72
1174,CA-2021-252607,2021-04-16,2021-04-18,First Class,CU-1033,Lisa Williams,Corporate,Minnesota,Central,PRD-OFF-8100,Office Supplies,Paper,Paper Item 179,46.08,6,0.5,14.25
1175,CA-2022-637459,2022-12-28,2023-01-04,Standard Class,CU-1153,Robert Davis,Corporate,Virginia,East,PRD-OFF-9302,Office Supplies,Appliances,Appliances Item 269,101.98,8,0.3,-1.32
1176,CA-2021-845647,2021-10-26,2021-11-01,Standard Class,CU-1002,Carlos Thompson,Consumer,Illinois,Central,PRD-OFF-7609,Office Supplies,Labels,Labels Item 442,73.04,1,0.3,-6.51
1177,CA-2022-442406,2022-12-12,2022-12-17,Standard Class,CU-1156,Jessica Johnson,Consumer,Minnesota,Central,PRD-FUR-8100,Furniture,Bookcases,Bookcases Item 881,4008.87,9,0.5,967.43
1178,CA-2024-674608,2024-09-26,2024-10-03,Second Class,CU-1131,Barbara Miller,Corporate,Texas,South,PRD-OFF-5376,Office Supplies,Paper,Paper Item 247,242.83,7,0.5,55.65
1179,CA-2021-502537,2021-07-10,2021-07-15,Second Class,CU-1036,Carlos Thompson,Corporate,Georgia,South,PRD-FUR-4186,Furniture,Furnishings,Furnishings Item 528,94.7,1,0,31.17
1180,CA-2023-966042,2023-05-06,2023-05-13,First Class,CU-1145,Fatima White,Home Office,Ohio,Central,PRD-TEC-1613,Technology,Copiers,Copiers Item 371,204.44,4,0,-5.41
1181,CA-2021-591055,2021-05-16,2021-05-18,Standard Class,CU-1186,Jessica Anderson,Home Office,Minnesota,Central,PRD-TEC-7096,Technology,Copiers,Copiers Item 971,1897.5,2,0.3,336.92
1182,CA-2024-674541,2024-03-27,2024-04-01,First Class,CU-1120,Jessica Lee,Home Office,Oregon,West,PRD-OFF-5018,Office Supplies,Storage,Storage Item 331,254.45,9,0.2,66.87
1183,CA-2023-444094,2023-09-17,2023-09-20,Same Day,CU-1005,Karen Miller,Home Office,Minnesota,Central,PRD-OFF-5221,Office Supplies,Labels,Labels Item 209,84.0,7,0.2,21.9
1184,CA-2022-921534,2022-04-03,2022-04-10,Same Day,CU-1037,Patricia Moore,Corporate,North Carolina,East,PRD-TEC-7551,Technology,Accessories,Accessories Item 529,3897.18,3,0.3,333.95
1185,CA-2022-354273,2022-09-05,2022-09-06,Standard Class,CU-1145,Fatima White,Home Office,Michigan,Central,PRD-TEC-8080,Technology,Copiers,Copiers Item 257,11135.64,6,0,1069.36
1186,CA-2021-488371,2021-03-04,2021-03-07,Second Class,CU-1106,Susan Thompson,Corporate,Florida,East,PRD-TEC-7493,Technology,Machines,Machines Item 702,7057.04,8,0.5,2240.79
1187,CA-2023-346532,2023-05-31,2023-06-07,Second Class,CU-1054,Maria Johnson,Consumer,Nevada,West,PRD-FUR-2357,Furniture,Tables,Tables Item 203,1108.84,6,0.3,185.23
1188,CA-2021-666619,2021-01-18,2021-01-20,Standard Class,CU-1021,Jennifer White,Corporate,Texas,South,PRD-FUR-1535,Furniture,Furnishings,Furnishings Item 236,4464.0,3,0,500.16
1189,CA-2024-966917,2024-10-22,2024-10-28,Standard Class,CU-1074,Mary Young,Home Office,Oregon,West,PRD-OFF-1638,Office Supplies,Storage,Storage Item 696,29.78,1,0.2,1.45
1190,CA-2024-961331,2024-06-12,2024-06-13,Same Day,CU-1021,Jennifer White,Corporate,Texas,South,PRD-TEC-9619,Technology,Accessories,Accessories Item 173,1662.08,8,0.2,294.1
1191,CA-2021-584795,2021-10-11,2021-10-12,Second Class,CU-1156,Jessica Johnson,Consumer,Michigan,Central,PRD-OFF-1524,Office Supplies,Labels,Labels Item 502,192.29,9,0.1,40.39
1192,CA-2024-949630,2024-11-24,2024-11-28,First Class,CU-1086,Lisa Young,Consumer,Washington,West,PRD-FUR-4852,Furniture,Bookcases,Bookcases Item 913,2971.89,5,0.4,261.78
1193,CA-2022-583694,2022-03-08,2022-03-10,Standard Class,CU-1079,Richard Brown,Home Office,Virginia,East,PRD-TEC-8355,Technology,Accessories,Accessories Item 229,329.12,2,0,-11.04
1194,CA-2022-448890,2022-08-02,2022-08-09,Second Class,CU-1038,Joseph Smith,Home Office,Texas,South,PRD-OFF-5956,Office Supplies,Storage,Storage Item 826,719.12,8,0,229.0
1195,CA-2024-481901,2024-09-05,2024-09-06,Second Class,CU-1053,Charles Davis,Consumer,Nevada,West,PRD-TEC-5131,Technology,Copiers,Copiers Item 498,1072.86,6,0,298.8
1196,CA-2023-516798,2023-08-08,2023-08-14,Same Day,CU-1047,William Martin,Home Office,Minnesota,Central,PRD-OFF-4014,Office Supplies,Storage,Storage Item 107,295.34,3,0.4,57.97
1197,CA-2023-610545,2023-05-02,2023-05-03,Standard Class,CU-1042,Lisa Taylor,Corporate,Oregon,West,PRD-FUR-4313,Furniture,Tables,Tables Item 838,574.25,3,0.5,189.89
1198,CA-2021-109673,2021-03-20,2021-03-27,First Class,CU-1046,Robert Harris,Home Office,Florida,East,PRD-OFF-9209,Office Supplies,Storage,Storage Item 306,777.4,10,0,-41.15
1199,CA-2022-790660,2022-11-12,2022-11-18,Same Day,CU-1054,Maria Johnson,Consumer,Washington,West,PRD-OFF-1645,Office Supplies,Labels,Labels Item 565,1609.96,9,0.1,154.11
1200,CA-2024-664964,2024-01-26,2024-01-29,First Class,CU-1184,John Martin,Home Office,Mississippi,South,PRD-FUR-7836,Furniture,Chairs,Chairs Item 574,337.98,6,0,38.37
1201,CA-2022-975353,2022-04-18,2022-04-21,Same Day,CU-1155,Jessica Taylor,Home Office,Wisconsin,Central,PRD-OFF-5163,Office Supplies,Envelopes,Envelopes Item 504,317.8,5,0,85.02
1202,CA-2023-142513,2023-12-23,2023-12-25,Second Class,CU-1067,Mary Thompson,Consumer,California,West,PRD-TEC-5483,Technology,Copiers,Copiers Item 648,380.73,7,0,126.17
1203,CA-2021-868344,2021-02-03,2021-02-08,Standard Class,CU-1139,Maria Thomas,Corporate,Minnesota,Central,PRD-OFF-5711,Office Supplies,Labels,Labels Item 898,1424.38,8,0.1,199.9
